ticket_id,created_at,channel,category,subcategory,priority,assigned_agent_id,first_response_at,resolved_at,status,requester_type,sla_policy_id,first_response_mins,resolution_mins,sla_first_response_met,sla_resolution_met
T000706,24-01-2026 00:24,Web,Access & Login,Password Reset,P3,A002,24-01-2026 02:13,25-01-2026 06:53,Resolved,Customer,SLA_P3,109,1829,TRUE,TRUE
T000707,25-01-2026 05:08,Email,Bug,UI Bug,P3,A002,25-01-2026 07:57,26-01-2026 12:28,Resolved,Customer,SLA_P3,169,1880,TRUE,TRUE
T000708,31-12-2025 12:31,Email,Access & Login,Password Reset,P3,A003,31-12-2025 13:58,02-01-2026 08:32,Resolved,Partner,SLA_P3,87,2641,TRUE,TRUE
T000709,10-01-2026 16:51,Chat,How-To,Feature Guidance,P4,A012,10-01-2026 22:55,10-01-2026 23:00,Resolved,Customer,SLA_P4,364,369,TRUE,TRUE
T000710,01-01-2026 08:19,Email,Bug,Integration Error,P2,A009,01-01-2026 09:16,01-01-2026 18:31,Resolved,Customer,SLA_P2,57,612,TRUE,TRUE
T000711,11-01-2026 01:50,Chat,Billing,Invoice Request,P4,A009,11-01-2026 06:25,11-01-2026 06:30,Resolved,Customer,SLA_P4,275,280,TRUE,TRUE
T000712,11-02-2026 04:25,Chat,Bug,Data Mismatch,P3,A012,11-02-2026 07:42,11-02-2026 07:47,Resolved,Partner,SLA_P3,197,202,TRUE,TRUE
T000713,09-01-2026 16:29,Email,Bug,UI Bug,P3,A001,09-01-2026 19:09,11-01-2026 18:16,Resolved,Customer,SLA_P3,160,2987,TRUE,FALSE
T000714,20-12-2025 07:06,Chat,Bug,Integration Error,P3,A001,20-12-2025 09:26,22-12-2025 06:52,Resolved,Customer,SLA_P3,140,2866,TRUE,TRUE
T000715,03-02-2026 09:17,Email,How-To,Feature Guidance,P4,A003,03-02-2026 19:27,06-02-2026 04:14,Resolved,Customer,SLA_P4,610,4017,FALSE,TRUE
T000716,02-01-2026 14:18,Email,How-To,Feature Guidance,P4,A002,02-01-2026 19:12,,In Progress,Customer,SLA_P4,294,,TRUE,FALSE
T000717,01-01-2026 09:27,Email,Billing,Invoice Request,P3,A003,01-01-2026 13:12,02-01-2026 04:41,Resolved,Customer,SLA_P3,225,1154,TRUE,TRUE
T000718,08-01-2026 07:46,Email,Access & Login,MFA Issue,P3,A010,08-01-2026 12:55,09-01-2026 07:40,Resolved,Customer,SLA_P3,309,1434,FALSE,TRUE
T000719,21-12-2025 19:20,Email,Bug,Integration Error,P3,A013,21-12-2025 21:12,22-12-2025 10:37,Resolved,Partner,SLA_P3,112,917,TRUE,TRUE
T000720,02-02-2026 13:02,Phone,Bug,Integration Error,P3,A007,02-02-2026 14:35,04-02-2026 01:23,Resolved,Customer,SLA_P3,93,2181,TRUE,TRUE
T000721,17-12-2025 05:34,Web,Bug,UI Bug,P4,A006,17-12-2025 10:40,19-12-2025 16:55,Resolved,Partner,SLA_P4,306,3561,TRUE,TRUE
T000722,01-01-2026 16:50,Web,Access & Login,SSO Setup,P3,A011,01-01-2026 19:50,,In Progress,Customer,SLA_P3,180,,TRUE,FALSE
T000723,29-12-2025 17:16,Chat,Access & Login,Password Reset,P2,A013,29-12-2025 17:45,30-12-2025 10:15,Resolved,Internal,SLA_P2,29,1019,TRUE,FALSE
T000724,20-01-2026 23:41,Email,How-To,Feature Guidance,P3,A010,21-01-2026 04:02,22-01-2026 11:53,Resolved,Customer,SLA_P3,261,2172,FALSE,TRUE
T000725,23-01-2026 09:14,Email,How-To,Report Setup,P4,A009,23-01-2026 13:00,23-01-2026 13:34,Resolved,Customer,SLA_P4,226,260,TRUE,TRUE
T000726,14-01-2026 00:01,Web,Outage,Partial Degradation,P1,A002,14-01-2026 00:15,14-01-2026 02:37,Resolved,Partner,SLA_P1,14,156,TRUE,TRUE
T000727,31-01-2026 18:15,Web,Bug,Integration Error,P3,A008,31-01-2026 20:42,01-02-2026 17:00,Resolved,Customer,SLA_P3,147,1365,TRUE,TRUE
T000728,10-01-2026 19:49,Email,Access & Login,SSO Setup,P4,A001,11-01-2026 02:25,12-01-2026 21:45,Resolved,Customer,SLA_P4,396,2996,TRUE,TRUE
T000729,10-02-2026 02:55,Chat,Bug,Data Mismatch,P3,A010,10-02-2026 05:14,13-02-2026 00:24,Resolved,Customer,SLA_P3,139,4169,TRUE,FALSE
T000730,20-01-2026 12:27,Email,Bug,Data Mismatch,P3,A002,20-01-2026 15:48,21-01-2026 14:37,Resolved,Internal,SLA_P3,201,1570,TRUE,TRUE
T000731,29-12-2025 23:44,Chat,Billing,Invoice Request,P3,A007,30-12-2025 01:43,01-01-2026 01:54,Resolved,Customer,SLA_P3,119,3010,TRUE,FALSE
T000732,12-02-2026 17:46,Web,Billing,Payment Failed,P3,A015,12-02-2026 19:40,14-02-2026 09:47,Resolved,Customer,SLA_P3,114,2401,TRUE,TRUE
T000733,10-02-2026 06:46,Phone,Billing,Payment Failed,P3,A008,10-02-2026 08:04,11-02-2026 13:13,Resolved,Customer,SLA_P3,78,1827,TRUE,TRUE
T000734,17-01-2026 23:03,Chat,Access & Login,MFA Issue,P4,A014,18-01-2026 02:13,21-01-2026 15:22,Resolved,Customer,SLA_P4,190,5299,TRUE,TRUE
T000735,05-01-2026 12:58,Chat,Access & Login,Password Reset,P4,A015,05-01-2026 18:12,08-01-2026 20:56,Resolved,Internal,SLA_P4,314,4798,TRUE,TRUE
T000736,24-01-2026 08:14,Email,How-To,API Usage,P4,A006,24-01-2026 14:16,28-01-2026 06:07,Resolved,Customer,SLA_P4,362,5633,TRUE,TRUE
T000737,23-01-2026 12:20,Email,Outage,Latency,P1,A004,23-01-2026 12:35,23-01-2026 16:30,Resolved,Customer,SLA_P1,15,250,TRUE,FALSE
T000738,06-01-2026 15:07,Phone,Access & Login,MFA Issue,P3,A009,06-01-2026 16:39,,Pending,Internal,SLA_P3,92,,TRUE,FALSE
T000739,01-02-2026 19:41,Email,Outage,Service Down,P2,A004,01-02-2026 20:54,02-02-2026 06:46,Resolved,Customer,SLA_P2,73,665,FALSE,TRUE
T000740,15-01-2026 14:21,Web,Access & Login,MFA Issue,P3,A005,15-01-2026 17:39,16-01-2026 14:17,Resolved,Customer,SLA_P3,198,1436,TRUE,TRUE
T000741,27-12-2025 04:09,Chat,How-To,Report Setup,P3,A002,27-12-2025 05:20,28-12-2025 19:52,Resolved,Customer,SLA_P3,71,2383,TRUE,TRUE
T000742,08-02-2026 15:20,Email,Access & Login,Password Reset,P4,A008,08-02-2026 21:04,11-02-2026 09:34,Resolved,Customer,SLA_P4,344,3974,TRUE,TRUE
T000743,19-01-2026 22:46,Web,Bug,Integration Error,P4,A014,20-01-2026 06:40,21-01-2026 15:23,Resolved,Customer,SLA_P4,474,2437,TRUE,TRUE
T000744,29-12-2025 23:31,Chat,How-To,API Usage,P3,A001,30-12-2025 03:28,31-12-2025 09:22,Resolved,Customer,SLA_P3,237,2031,TRUE,TRUE
T000745,01-01-2026 01:53,Chat,How-To,API Usage,P4,A008,01-01-2026 05:30,05-01-2026 11:21,Resolved,Customer,SLA_P4,217,6328,TRUE,FALSE
T000746,26-01-2026 04:34,Chat,Billing,Invoice Request,P4,A010,26-01-2026 05:40,28-01-2026 01:39,Resolved,Internal,SLA_P4,66,2705,TRUE,TRUE
T000747,10-02-2026 05:42,Web,Access & Login,Password Reset,P4,A001,10-02-2026 13:27,15-02-2026 18:10,Resolved,Customer,SLA_P4,465,7948,TRUE,FALSE
T000748,25-01-2026 16:29,Chat,How-To,API Usage,P4,A012,25-01-2026 21:29,,In Progress,Internal,SLA_P4,300,,TRUE,FALSE
T000749,06-02-2026 07:26,Email,How-To,Feature Guidance,P4,A003,06-02-2026 13:46,08-02-2026 21:36,Resolved,Customer,SLA_P4,380,3730,TRUE,TRUE
T000750,26-12-2025 00:21,Chat,Billing,Refund,P3,A008,26-12-2025 02:29,26-12-2025 17:09,Resolved,Partner,SLA_P3,128,1008,TRUE,TRUE
T000751,05-02-2026 15:32,Email,Bug,Integration Error,P2,A012,05-02-2026 16:27,06-02-2026 01:34,Resolved,Customer,SLA_P2,55,602,TRUE,TRUE
T000752,15-12-2025 19:25,Chat,Access & Login,MFA Issue,P3,A001,15-12-2025 22:35,18-12-2025 00:03,Resolved,Customer,SLA_P3,190,3158,TRUE,FALSE
T000753,11-02-2026 03:19,Email,Billing,Invoice Request,P3,A001,11-02-2026 05:46,12-02-2026 13:04,Resolved,Partner,SLA_P3,147,2025,TRUE,TRUE
T000754,02-01-2026 09:55,Email,Access & Login,SSO Setup,P3,A015,02-01-2026 13:02,03-01-2026 14:01,Resolved,Customer,SLA_P3,187,1686,TRUE,TRUE
T000755,19-01-2026 05:22,Email,Bug,Integration Error,P4,A004,19-01-2026 09:29,23-01-2026 02:17,Resolved,Partner,SLA_P4,247,5575,TRUE,TRUE
T000756,09-02-2026 17:18,Web,How-To,Report Setup,P3,A013,09-02-2026 20:31,10-02-2026 12:06,Resolved,Customer,SLA_P3,193,1128,TRUE,TRUE
T000757,24-12-2025 14:17,Web,Bug,Data Mismatch,P2,A006,24-12-2025 14:50,25-12-2025 04:31,Resolved,Customer,SLA_P2,33,854,TRUE,FALSE
T000758,27-01-2026 01:47,Chat,How-To,Feature Guidance,P4,A001,27-01-2026 06:03,27-01-2026 22:11,Resolved,Customer,SLA_P4,256,1224,TRUE,TRUE
T000759,15-01-2026 22:46,Chat,How-To,Feature Guidance,P4,A015,16-01-2026 00:12,16-01-2026 22:49,Resolved,Customer,SLA_P4,86,1443,TRUE,TRUE
T000760,29-12-2025 09:14,Chat,Access & Login,Password Reset,P4,A013,29-12-2025 14:27,31-12-2025 15:41,Resolved,Customer,SLA_P4,313,3267,TRUE,TRUE
T000761,04-02-2026 19:56,Email,Outage,Partial Degradation,P1,A006,04-02-2026 20:09,04-02-2026 21:42,Resolved,Internal,SLA_P1,13,106,TRUE,TRUE
T000762,17-01-2026 00:17,Email,Access & Login,Password Reset,P4,A002,17-01-2026 07:55,21-01-2026 18:59,Resolved,Customer,SLA_P4,458,6882,TRUE,FALSE
T000763,21-12-2025 08:04,Email,Billing,Refund,P3,A008,21-12-2025 12:46,22-12-2025 23:55,Resolved,Customer,SLA_P3,282,2391,FALSE,TRUE
T000764,25-12-2025 20:56,Email,How-To,API Usage,P3,A004,25-12-2025 23:14,27-12-2025 15:15,Resolved,Customer,SLA_P3,138,2539,TRUE,TRUE
T000765,15-12-2025 04:08,Chat,Access & Login,MFA Issue,P4,A011,15-12-2025 10:31,17-12-2025 14:35,Resolved,Customer,SLA_P4,383,3507,TRUE,TRUE
T000766,28-12-2025 10:29,Email,How-To,API Usage,P4,A001,28-12-2025 16:49,30-12-2025 00:52,Resolved,Customer,SLA_P4,380,2303,TRUE,TRUE
T000767,07-01-2026 03:53,Email,Access & Login,Password Reset,P2,A002,07-01-2026 04:34,07-01-2026 10:54,Resolved,Customer,SLA_P2,41,421,TRUE,TRUE
T000768,18-01-2026 21:31,Chat,Bug,Integration Error,P3,A002,18-01-2026 23:06,20-01-2026 23:42,Resolved,Customer,SLA_P3,95,3011,TRUE,FALSE
T000769,19-01-2026 23:40,Email,Access & Login,SSO Setup,P3,A013,20-01-2026 03:34,21-01-2026 23:47,Resolved,Internal,SLA_P3,234,2887,TRUE,FALSE
T000770,19-12-2025 13:18,Phone,Billing,Invoice Request,P3,A008,19-12-2025 14:48,20-12-2025 19:14,Resolved,Customer,SLA_P3,90,1796,TRUE,TRUE
T000771,10-01-2026 02:31,Web,Bug,Data Mismatch,P4,A010,10-01-2026 05:04,11-01-2026 09:39,Resolved,Customer,SLA_P4,153,1868,TRUE,TRUE
T000772,03-01-2026 03:09,Web,Bug,Data Mismatch,P3,A009,03-01-2026 07:05,05-01-2026 02:55,Resolved,Internal,SLA_P3,236,2866,TRUE,TRUE
T000773,11-01-2026 01:32,Chat,Billing,Refund,P4,A002,11-01-2026 05:41,14-01-2026 21:50,Resolved,Customer,SLA_P4,249,5538,TRUE,TRUE
T000774,12-01-2026 19:28,Email,Bug,Integration Error,P3,A007,12-01-2026 20:49,14-01-2026 23:09,Resolved,Customer,SLA_P3,81,3101,TRUE,FALSE
T000775,15-01-2026 21:28,Web,Bug,UI Bug,P4,A010,15-01-2026 22:06,17-01-2026 20:19,Resolved,Customer,SLA_P4,38,2811,TRUE,TRUE
T000776,05-01-2026 15:18,Email,Bug,Data Mismatch,P2,A005,05-01-2026 15:59,05-01-2026 23:15,Resolved,Customer,SLA_P2,41,477,TRUE,TRUE
T000777,09-01-2026 10:30,Phone,How-To,Feature Guidance,P4,A009,09-01-2026 15:56,13-01-2026 00:21,Resolved,Customer,SLA_P4,326,5151,TRUE,TRUE
T000778,23-12-2025 10:36,Chat,Billing,Invoice Request,P3,A003,23-12-2025 12:31,24-12-2025 17:13,Resolved,Internal,SLA_P3,115,1837,TRUE,TRUE
T000779,05-01-2026 17:27,Email,Bug,Integration Error,P3,A007,05-01-2026 20:37,07-01-2026 16:55,Resolved,Customer,SLA_P3,190,2848,TRUE,TRUE
T000780,19-01-2026 23:36,Email,How-To,API Usage,P4,A005,20-01-2026 09:12,23-01-2026 22:22,Resolved,Customer,SLA_P4,576,5686,FALSE,TRUE
T000781,08-01-2026 19:40,Web,Billing,Payment Failed,P4,A010,09-01-2026 04:55,13-01-2026 04:29,Resolved,Customer,SLA_P4,555,6289,FALSE,FALSE
T000782,17-12-2025 08:20,Chat,Outage,Latency,P2,A008,17-12-2025 09:05,17-12-2025 13:30,Resolved,Customer,SLA_P2,45,310,TRUE,TRUE
T000783,07-01-2026 02:38,Chat,Billing,Refund,P2,A010,07-01-2026 03:15,07-01-2026 10:29,Resolved,Customer,SLA_P2,37,471,TRUE,TRUE
T000784,22-01-2026 10:48,Phone,Billing,Payment Failed,P3,A002,22-01-2026 12:09,23-01-2026 12:44,Resolved,Internal,SLA_P3,81,1556,TRUE,TRUE
T000785,26-01-2026 20:39,Phone,Bug,Integration Error,P3,A003,26-01-2026 22:16,27-01-2026 00:36,Resolved,Customer,SLA_P3,97,237,TRUE,TRUE
T000786,16-12-2025 06:23,Phone,Outage,Partial Degradation,P2,A013,16-12-2025 06:50,16-12-2025 10:49,Resolved,Customer,SLA_P2,27,266,TRUE,TRUE
T000787,31-01-2026 06:49,Email,Access & Login,SSO Setup,P3,A010,31-01-2026 08:04,02-02-2026 13:33,Resolved,Customer,SLA_P3,75,3284,TRUE,FALSE
T000788,11-02-2026 22:25,Chat,Bug,Integration Error,P3,A012,12-02-2026 01:56,12-02-2026 02:01,Resolved,Customer,SLA_P3,211,216,TRUE,TRUE
T000789,15-12-2025 21:33,Chat,Billing,Payment Failed,P3,A015,15-12-2025 23:30,17-12-2025 20:09,Resolved,Customer,SLA_P3,117,2796,TRUE,TRUE
T000790,04-01-2026 21:26,Web,Outage,Partial Degradation,P3,A003,05-01-2026 00:03,06-01-2026 14:57,Resolved,Customer,SLA_P3,157,2491,TRUE,TRUE
T000791,04-01-2026 08:31,Email,Outage,Partial Degradation,P3,A006,04-01-2026 11:05,05-01-2026 19:41,Resolved,Partner,SLA_P3,154,2110,TRUE,TRUE
T000792,31-01-2026 17:51,Email,Access & Login,Password Reset,P3,A013,31-01-2026 19:33,02-02-2026 21:04,Resolved,Customer,SLA_P3,102,3073,TRUE,FALSE
T000793,07-02-2026 08:17,Email,Access & Login,MFA Issue,P3,A010,07-02-2026 10:27,10-02-2026 07:30,Resolved,Customer,SLA_P3,130,4273,TRUE,FALSE
T000794,22-12-2025 10:40,Email,Access & Login,MFA Issue,P3,A011,22-12-2025 15:14,25-12-2025 00:05,Resolved,Customer,SLA_P3,274,3685,FALSE,FALSE
T000795,24-01-2026 16:08,Email,Outage,Partial Degradation,P2,A015,24-01-2026 16:56,24-01-2026 17:31,Resolved,Internal,SLA_P2,48,83,TRUE,TRUE
T000796,31-12-2025 15:08,Email,Access & Login,MFA Issue,P3,A002,31-12-2025 19:17,02-01-2026 03:17,Resolved,Customer,SLA_P3,249,2169,FALSE,TRUE
T000797,22-12-2025 10:24,Web,Bug,Integration Error,P3,A011,22-12-2025 14:19,24-12-2025 18:34,Resolved,Customer,SLA_P3,235,3370,TRUE,FALSE
T000798,02-02-2026 22:21,Web,How-To,API Usage,P4,A009,03-02-2026 08:03,06-02-2026 19:53,Resolved,Customer,SLA_P4,582,5612,FALSE,TRUE
T000799,23-01-2026 23:54,Email,How-To,Report Setup,P4,A012,24-01-2026 05:35,25-01-2026 20:45,Resolved,Customer,SLA_P4,341,2691,TRUE,TRUE
T000800,04-01-2026 10:37,Web,Outage,Service Down,P1,A007,04-01-2026 10:58,04-01-2026 13:23,Resolved,Customer,SLA_P1,21,166,TRUE,TRUE
T000801,27-01-2026 09:13,Chat,Bug,Data Mismatch,P3,A002,27-01-2026 13:28,27-01-2026 16:02,Resolved,Partner,SLA_P3,255,409,FALSE,TRUE
T000802,01-01-2026 11:14,Email,How-To,Feature Guidance,P4,A015,01-01-2026 17:02,02-01-2026 18:20,Resolved,Internal,SLA_P4,348,1866,TRUE,TRUE
T000803,26-01-2026 22:02,Email,How-To,Report Setup,P3,A008,26-01-2026 23:52,27-01-2026 06:18,Resolved,Customer,SLA_P3,110,496,TRUE,TRUE
T000804,01-01-2026 11:25,Email,Billing,Refund,P2,A014,01-01-2026 12:11,02-01-2026 06:03,Resolved,Customer,SLA_P2,46,1118,TRUE,FALSE
T000805,17-01-2026 21:22,Phone,Billing,Payment Failed,P3,A015,17-01-2026 23:20,19-01-2026 12:22,Resolved,Customer,SLA_P3,118,2340,TRUE,TRUE
T000806,29-01-2026 10:19,Chat,Outage,Partial Degradation,P2,A006,29-01-2026 10:47,29-01-2026 18:32,Resolved,Partner,SLA_P2,28,493,TRUE,TRUE
T000807,29-01-2026 23:41,Email,Access & Login,SSO Setup,P3,A002,30-01-2026 02:02,31-01-2026 13:21,Resolved,Customer,SLA_P3,141,2260,TRUE,TRUE
T000808,24-12-2025 04:12,Chat,How-To,API Usage,P4,A006,24-12-2025 08:09,24-12-2025 16:46,Resolved,Customer,SLA_P4,237,754,TRUE,TRUE
T000809,28-01-2026 14:08,Web,How-To,Report Setup,P3,A001,28-01-2026 17:47,30-01-2026 00:46,Resolved,Customer,SLA_P3,219,2078,TRUE,TRUE
T000810,19-01-2026 10:22,Chat,Outage,Service Down,P2,A008,19-01-2026 11:07,19-01-2026 17:01,Resolved,Customer,SLA_P2,45,399,TRUE,TRUE
T000811,16-12-2025 15:17,Web,Bug,Data Mismatch,P3,A002,16-12-2025 20:33,18-12-2025 10:58,Resolved,Customer,SLA_P3,316,2621,FALSE,TRUE
T000812,12-02-2026 00:28,Email,Access & Login,SSO Setup,P3,A008,12-02-2026 03:27,12-02-2026 17:09,Resolved,Customer,SLA_P3,179,1001,TRUE,TRUE
T000813,24-12-2025 23:11,Web,How-To,Report Setup,P3,A003,25-12-2025 03:10,25-12-2025 17:13,Resolved,Partner,SLA_P3,239,1082,TRUE,TRUE
T000814,24-12-2025 05:54,Email,Billing,Refund,P4,A005,24-12-2025 10:03,26-12-2025 12:34,Resolved,Customer,SLA_P4,249,3280,TRUE,TRUE
T000815,28-12-2025 06:33,Email,Access & Login,SSO Setup,P3,A009,28-12-2025 09:18,30-12-2025 01:28,Resolved,Internal,SLA_P3,165,2575,TRUE,TRUE
T000816,23-12-2025 14:46,Email,How-To,Report Setup,P4,A006,23-12-2025 22:44,26-12-2025 09:51,Resolved,Internal,SLA_P4,478,4025,TRUE,TRUE
T000817,09-01-2026 14:54,Email,How-To,Feature Guidance,P3,A007,09-01-2026 16:46,12-01-2026 07:19,Resolved,Customer,SLA_P3,112,3865,TRUE,FALSE
T000818,29-01-2026 13:09,Phone,Access & Login,SSO Setup,P4,A011,29-01-2026 22:14,01-02-2026 10:00,Resolved,Internal,SLA_P4,545,4131,FALSE,TRUE
T000819,29-01-2026 09:43,Email,Bug,Data Mismatch,P4,A013,29-01-2026 14:50,31-01-2026 21:14,Resolved,Customer,SLA_P4,307,3571,TRUE,TRUE
T000820,01-01-2026 02:03,Email,Billing,Refund,P3,A013,01-01-2026 03:38,,Pending,Customer,SLA_P3,95,,TRUE,FALSE
T000821,18-01-2026 07:32,Chat,Access & Login,SSO Setup,P3,A015,18-01-2026 09:28,19-01-2026 02:28,Resolved,Customer,SLA_P3,116,1136,TRUE,TRUE
T000822,19-01-2026 18:17,Email,Billing,Payment Failed,P4,A012,20-01-2026 00:34,24-01-2026 06:04,Resolved,Customer,SLA_P4,377,6467,TRUE,FALSE
T000823,07-01-2026 22:47,Email,Billing,Payment Failed,P4,A007,08-01-2026 06:46,11-01-2026 19:02,Resolved,Partner,SLA_P4,479,5535,TRUE,TRUE
T000824,09-02-2026 04:48,Email,How-To,Report Setup,P3,A008,09-02-2026 09:36,10-02-2026 16:49,Resolved,Customer,SLA_P3,288,2161,FALSE,TRUE
T000825,28-12-2025 23:07,Chat,Access & Login,SSO Setup,P4,A013,29-12-2025 06:11,31-12-2025 13:42,Resolved,Internal,SLA_P4,424,3755,TRUE,TRUE
T000826,02-01-2026 09:51,Chat,Outage,Latency,P2,A014,02-01-2026 10:58,02-01-2026 11:03,Resolved,Customer,SLA_P2,67,72,FALSE,TRUE
T000827,01-02-2026 12:33,Email,Bug,Data Mismatch,P3,A007,01-02-2026 14:22,03-02-2026 17:52,Resolved,Customer,SLA_P3,109,3199,TRUE,FALSE
T000828,04-01-2026 10:30,Email,Access & Login,SSO Setup,P3,A004,04-01-2026 14:38,05-01-2026 20:55,Resolved,Customer,SLA_P3,248,2065,FALSE,TRUE
T000829,16-01-2026 17:17,Email,Outage,Partial Degradation,P2,A014,16-01-2026 17:58,16-01-2026 23:51,Resolved,Customer,SLA_P2,41,394,TRUE,TRUE
T000830,06-01-2026 10:15,Email,Billing,Refund,P3,A005,06-01-2026 12:49,07-01-2026 19:10,Resolved,Customer,SLA_P3,154,1975,TRUE,TRUE
T000831,24-12-2025 18:39,Chat,How-To,Report Setup,P3,A015,24-12-2025 21:10,27-12-2025 00:30,Resolved,Customer,SLA_P3,151,3231,TRUE,FALSE
T000832,20-12-2025 10:08,Email,Outage,Latency,P2,A015,20-12-2025 10:48,20-12-2025 22:24,Resolved,Customer,SLA_P2,40,736,TRUE,FALSE
T000833,08-01-2026 03:21,Chat,How-To,API Usage,P4,A010,08-01-2026 09:19,09-01-2026 09:31,Resolved,Customer,SLA_P4,358,1810,TRUE,TRUE
T000834,06-02-2026 20:35,Email,Access & Login,SSO Setup,P3,A003,06-02-2026 23:43,08-02-2026 22:52,Resolved,Customer,SLA_P3,188,3017,TRUE,FALSE
T000835,15-01-2026 10:14,Email,Access & Login,SSO Setup,P3,A015,15-01-2026 15:17,17-01-2026 18:27,Resolved,Customer,SLA_P3,303,3373,FALSE,FALSE
T000836,30-01-2026 00:16,Phone,Bug,Data Mismatch,P3,A006,30-01-2026 03:01,30-01-2026 23:42,Resolved,Customer,SLA_P3,165,1406,TRUE,TRUE
T000837,03-02-2026 18:57,Phone,Outage,Service Down,P1,A014,03-02-2026 19:08,03-02-2026 22:20,Resolved,Customer,SLA_P1,11,203,TRUE,TRUE
T000838,14-01-2026 16:51,Web,Bug,Data Mismatch,P2,A005,14-01-2026 17:45,,In Progress,Customer,SLA_P2,54,,TRUE,FALSE
T000839,10-01-2026 21:33,Phone,Access & Login,SSO Setup,P2,A009,10-01-2026 22:17,11-01-2026 04:21,Resolved,Customer,SLA_P2,44,408,TRUE,TRUE
T000840,24-01-2026 20:33,Web,Access & Login,MFA Issue,P3,A013,24-01-2026 23:48,26-01-2026 13:28,Resolved,Partner,SLA_P3,195,2455,TRUE,TRUE
T000841,26-01-2026 14:12,Chat,How-To,Report Setup,P3,A002,26-01-2026 16:27,28-01-2026 05:43,Resolved,Customer,SLA_P3,135,2371,TRUE,TRUE
T000842,04-01-2026 21:17,Email,Access & Login,SSO Setup,P3,A004,04-01-2026 22:42,06-01-2026 11:13,Resolved,Customer,SLA_P3,85,2276,TRUE,TRUE
T000843,31-12-2025 00:36,Web,Access & Login,MFA Issue,P4,A014,31-12-2025 03:44,03-01-2026 16:40,Resolved,Customer,SLA_P4,188,5284,TRUE,TRUE
T000844,08-02-2026 15:04,Chat,Access & Login,MFA Issue,P4,A012,08-02-2026 20:10,10-02-2026 17:03,Resolved,Customer,SLA_P4,306,2999,TRUE,TRUE
T000845,22-12-2025 14:01,Email,Billing,Refund,P4,A003,22-12-2025 20:54,23-12-2025 16:32,Resolved,Customer,SLA_P4,413,1591,TRUE,TRUE
T000846,27-12-2025 05:13,Email,Outage,Service Down,P3,A009,27-12-2025 09:14,29-12-2025 05:02,Resolved,Customer,SLA_P3,241,2869,FALSE,TRUE
T000847,04-01-2026 22:56,Email,How-To,Feature Guidance,P4,A006,05-01-2026 05:22,08-01-2026 04:51,Resolved,Customer,SLA_P4,386,4675,TRUE,TRUE
T000848,11-02-2026 02:26,Email,Bug,Data Mismatch,P3,A010,11-02-2026 06:14,13-02-2026 06:22,Resolved,Partner,SLA_P3,228,3116,TRUE,FALSE
T000849,05-02-2026 16:12,Email,Billing,Invoice Request,P2,A002,05-02-2026 16:49,06-02-2026 09:08,Resolved,Customer,SLA_P2,37,1016,TRUE,FALSE
T000850,22-12-2025 00:17,Email,Access & Login,MFA Issue,P3,A005,22-12-2025 02:49,23-12-2025 20:49,Resolved,Customer,SLA_P3,152,2672,TRUE,TRUE
T000851,23-01-2026 08:29,Phone,Access & Login,SSO Setup,P4,A003,23-01-2026 11:34,23-01-2026 23:42,Resolved,Customer,SLA_P4,185,913,TRUE,TRUE
T000852,17-12-2025 15:04,Chat,Bug,Integration Error,P2,A001,17-12-2025 15:53,18-12-2025 02:52,Resolved,Internal,SLA_P2,49,708,TRUE,TRUE
T000853,19-12-2025 18:04,Email,Outage,Service Down,P1,A001,19-12-2025 18:23,19-12-2025 20:07,Resolved,Customer,SLA_P1,19,123,TRUE,TRUE
T000854,12-01-2026 17:14,Email,Access & Login,Password Reset,P3,A004,12-01-2026 18:35,14-01-2026 02:32,Resolved,Customer,SLA_P3,81,1998,TRUE,TRUE
T000855,28-01-2026 07:10,Email,How-To,API Usage,P3,A009,28-01-2026 10:46,29-01-2026 19:52,Resolved,Partner,SLA_P3,216,2202,TRUE,TRUE
T000856,01-02-2026 13:03,Web,Bug,UI Bug,P3,A013,01-02-2026 17:27,02-02-2026 12:50,Resolved,Customer,SLA_P3,264,1427,FALSE,TRUE
T000857,29-01-2026 21:34,Chat,Access & Login,Password Reset,P3,A014,29-01-2026 23:39,01-02-2026 01:20,Resolved,Internal,SLA_P3,125,3106,TRUE,FALSE
T000858,22-12-2025 16:02,Chat,Access & Login,Password Reset,P4,A009,22-12-2025 22:44,24-12-2025 08:14,Resolved,Customer,SLA_P4,402,2412,TRUE,TRUE
T000859,24-12-2025 16:35,Chat,Access & Login,SSO Setup,P3,A001,24-12-2025 20:44,25-12-2025 11:38,Resolved,Customer,SLA_P3,249,1143,FALSE,TRUE
T000860,09-01-2026 07:47,Web,How-To,API Usage,P3,A011,09-01-2026 11:31,10-01-2026 18:03,Resolved,Internal,SLA_P3,224,2056,TRUE,TRUE
T000861,17-12-2025 21:38,Chat,Billing,Refund,P3,A005,18-12-2025 00:44,18-12-2025 03:20,Resolved,Customer,SLA_P3,186,342,TRUE,TRUE
T000862,14-01-2026 05:07,Phone,How-To,API Usage,P4,A003,14-01-2026 07:19,15-01-2026 16:01,Resolved,Customer,SLA_P4,132,2094,TRUE,TRUE
T000863,18-01-2026 08:18,Email,Access & Login,SSO Setup,P3,A012,18-01-2026 10:39,20-01-2026 19:13,Resolved,Customer,SLA_P3,141,3535,TRUE,FALSE
